GRE,MUNICIPIO,MESCADO - MUNICÍPIO E ESCOLA,CODIGOESCOLA,ESCOLA,DATAS,MATERIAIS,ALOCAÇÃO,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,TOTAL DE ALUNOS,HAS_DATE
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF JOAO BERNARDINO NETO,25052136,EMEF JOAO BERNARDINO NETO,nan,nan,nan,2,4,6,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF JOAO ERNESTO DO REGO,25051997,EMEF JOAO ERNESTO DO REGO,nan,nan,nan,7,9,16,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF JOSE DE SOUSA BARBOSA,25053060,EMEF JOSE DE SOUSA BARBOSA,nan,nan,nan,3,1,4,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF JOSE FERNANDES DE OLIVEIRA,25053086,EMEF JOSE FERNANDES DE OLIVEIRA,nan,nan,nan,18,12,30,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF JOSE NASCIMENTO DA SILVA,25052101,EMEF JOSE NASCIMENTO DA SILVA,nan,nan,nan,14,10,24,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF MANOEL ARAUJO COSTA,25104500,EMEF MANOEL ARAUJO COSTA,nan,nan,nan,22,26,48,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF MANOEL FRANCISCO BARBOSA,25052039,EMEF MANOEL FRANCISCO BARBOSA,nan,nan,nan,3,6,9,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF MANOEL PEREIRA DA SILVA,25052110,EMEF MANOEL PEREIRA DA SILVA,nan,nan,nan,11,8,19,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF NOSSA SRA DO CARMO,25052144,EMEF NOSSA SRA DO CARMO,nan,nan,nan,5,2,7,0
15ª REGIAO DE ENSINO,BOQUEIRAO,BOQUEIRAO - EMEF VIRGINIUS DA GAMA E MELO,25052152,EMEF VIRGINIUS DA GAMA E MELO,nan,nan,nan,45,40,85,0
15ª REGIAO DE ENSINO,CABACEIRAS,CABACEIRAS - EMEF INACIO GOMES MEIRA,25053230,EMEF INACIO GOMES MEIRA,nan,nan,nan,28,17,45,0
15ª REGIAO DE ENSINO,CABACEIRAS,CABACEIRAS - EMEF JOAO FRANCISCO DA MOTTA,25122100,EMEF JOAO FRANCISCO DA MOTTA,nan,nan,nan,11,8,19,0
15ª REGIAO DE ENSINO,CABACEIRAS,CABACEIRAS - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA NEULY DOURADO,25053400,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA NEULY DOURADO,nan,nan,nan,51,46,97,0
15ª REGIAO DE ENSINO,CATURITE,CATURITE - ESCOLA MUNICIPAL ENSINO FUNDAMENTAL ANTONIO TROVAO DE MELO,25106678,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL ANTONIO TROVAO DE MELO,"13/11/2025, 14/11/2025, 15/11/2025","Sim, de todos os materiais e testes",Concluído,39,32,71,1
15ª REGIAO DE ENSINO,CATURITE,CATURITE - GRUPO ESCOLAR BELARMINO PERES DA SILVA,25052861,GRUPO ESCOLAR BELARMINO PERES DA SILVA,"13/11/2025, 14/11/2025, 15/11/2025","Sim, de todos os materiais e testes",Em andamento,7,5,12,1
15ª REGIAO DE ENSINO,CATURITE,CATURITE - GRUPO ESCOLAR JOAQUIM BARBOSA,25052934,GRUPO ESCOLAR JOAQUIM BARBOSA,"13/11/2025, 14/11/2025, 15/11/2025","Sim, de todos os materiais e testes",Em andamento,8,5,13,1
15ª REGIAO DE ENSINO,CATURITE,CATURITE - GRUPO ESCOLAR JOSE CABRAL DE SOUSA FILHO,25052853,GRUPO ESCOLAR JOSE CABRAL DE SOUSA FILHO,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Em andamento,20,16,36,1
15ª REGIAO DE ENSINO,CATURITE,CATURITE - UNIDADE MISTA MARIA DUARTE DA COSTA,25102860,UNIDADE MISTA MARIA DUARTE DA COSTA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,9,9,18,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - CMPG NILA FERREIRA,25077090,CMPG NILA FERREIRA,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,72,65,137,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC ALEXANDRINA MARIA DA CONCEICAO,25077449,GR ESC ALEXANDRINA MARIA DA CONCEICAO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,3,3,6,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC ANA MARIA DA CONCEICAO,25077392,GR ESC ANA MARIA DA CONCEICAO,18/11/2025,"Sim, de todos os materiais e testes",Concluído,3,5,8,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC ANGELA MARIA DA CONCEICAO,25077406,GR ESC ANGELA MARIA DA CONCEICAO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,1,2,3,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC CASSIMIRO FRANCISCO VIEIRA,25077414,GR ESC CASSIMIRO FRANCISCO VIEIRA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,12,6,18,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC FRANCISCO JOAQUIM DO NASCIMENTO,25077180,GR ESC FRANCISCO JOAQUIM DO NASCIMENTO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,1,4,5,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC FRANCISCO JOSE DO NASCIMENTO,25077457,GR ESC FRANCISCO JOSE DO NASCIMENTO,13/11/2025,"Sim, de todos os materiais e testes",Concluído,4,1,5,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC GUILHERMINA MARIA DE JESUS,25077465,GR ESC GUILHERMINA MARIA DE JESUS,13/11/2025,"Sim, de todos os materiais e testes",Concluído,9,14,23,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC JOANINHA FERREIRA,25077481,GR ESC JOANINHA FERREIRA,17/11/2025,"Sim, de todos os materiais e testes",Concluído,2,2,4,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC JOSE MARIA BARBOSA LEITE,25077538,GR ESC JOSE MARIA BARBOSA LEITE,14/11/2025,"Sim, de todos os materiais e testes",Concluído,3,-,3,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC MANOEL FELIPE DOS SANTOS,25077546,GR ESC MANOEL FELIPE DOS SANTOS,14/11/2025,"Sim, de todos os materiais e testes",Concluído,3,5,8,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC MARIA RODRIGUES DA SILVA,25077589,GR ESC MARIA RODRIGUES DA SILVA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,3,5,8,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC MINANA TAVEIRA DE MACEDO,25077597,GR ESC MINANA TAVEIRA DE MACEDO,nan,nan,nan,3,7,10,0
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC SANTA JOANA DARC,25077619,GR ESC SANTA JOANA DARC,17/11/2025,"Sim, de todos os materiais e testes",Concluído,4,-,4,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC SEBASTIAO TAVEIRA MACEDO,25077600,GR ESC SEBASTIAO TAVEIRA MACEDO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,18,17,35,1
15ª REGIAO DE ENSINO,FAGUNDES,FAGUNDES - GR ESC ZACARIAS DIAS DE ARAUJO,25077660,GR ESC ZACARIAS DIAS DE ARAUJO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,2,6,8,1
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF ASSIS CHATEAUBRIAND,25083635,EMEF ASSIS CHATEAUBRIAND,17/11/2025,"Sim, de todos os materiais e testes",Concluído,3,-,3,1
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF DOM PEDRO II,25083821,EMEF DOM PEDRO II,nan,nan,nan,5,-,5,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF FRANCISCO SERGIO DE AGUIAR,25084275,EMEF FRANCISCO SERGIO DE AGUIAR,nan,nan,nan,1,-,1,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF JOAO DE BRITO LIRA,25106090,EMEF JOAO DE BRITO LIRA,nan,nan,nan,1,-,1,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF JOAQUIM AVELINO,25084208,EMEF JOAQUIM AVELINO,nan,nan,nan,10,13,23,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF JOSE AUGUSTO DO NASCIMENTO,25084496,EMEF JOSE AUGUSTO DO NASCIMENTO,nan,nan,nan,13,19,32,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF JOSE PEREIRA DE AGUIAR,25084305,EMEF JOSE PEREIRA DE AGUIAR,nan,nan,nan,2,-,2,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF JOSE XAVIER TRAVASSOS,25084453,EMEF JOSE XAVIER TRAVASSOS,nan,nan,nan,6,-,6,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF JULIAO DE SOUZA LEAL,25111876,EMEF JULIAO DE SOUZA LEAL,nan,nan,nan,3,-,3,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF MANOEL DE BRITO LIRA,25084356,EMEF MANOEL DE BRITO LIRA,nan,nan,nan,3,-,3,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF PEDRO BRITO BARBOSA,25083767,EMEF PEDRO BRITO BARBOSA,nan,nan,nan,4,-,4,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF SALVINO FIGUEIREDO NETO,25084267,EMEF SALVINO FIGUEIREDO NETO,nan,nan,nan,10,10,20,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF SANTA ANA,25083686,EMEF SANTA ANA,nan,nan,nan,1,26,27,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF SAO PAULO,25106074,EMEF SAO PAULO,nan,nan,nan,1,-,1,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEF SEVERINO XAVIER DE MORAES,25083678,EMEF SEVERINO XAVIER DE MORAES,nan,nan,nan,3,-,3,0
15ª REGIAO DE ENSINO,GADO BRAVO,GADO BRAVO - EMEFM PE GODOFREDO JOOSTEN,25084488,EMEFM PE GODOFREDO JOOSTEN,nan,nan,nan,41,42,83,0
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEF MARIA JOSE DOS SANTOS,25084917,EMEF MARIA JOSE DOS SANTOS,18/11/2025,"Sim, de todos os materiais e testes",Em andamento,5,3,8,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF ANTONIO DO VALE OLIVEIRA,25084739,EMEIF ANTONIO DO VALE OLIVEIRA,11/11/2025,"Sim, de todos os materiais e testes",Concluído,8,3,11,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF ANTONIO SOARES DE SOUZA,25084658,EMEIF ANTONIO SOARES DE SOUZA,17/11/2025,Não foi iniciado,Não iniciado,3,1,4,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF ARGEMIRO DE FIGUEIREDO,25084712,EMEIF ARGEMIRO DE FIGUEIREDO,17/11/2025,Não foi iniciado,Em andamento,3,-,3,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF DOM ADAUTO DE MIRANDA,25084852,EMEIF DOM ADAUTO DE MIRANDA,18/11/2025,Não foi iniciado,Em andamento,6,8,14,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF EDUARDO FERREIRA MACIEL,25084585,EMEIF EDUARDO FERREIRA MACIEL,17/11/2025,"Sim, de todos os materiais e testes",Concluído,3,3,6,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF FERNANDO PESSOA,25084747,EMEIF FERNANDO PESSOA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,3,2,5,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF FRANCISCA MARIA DE JESUS,25084798,EMEIF FRANCISCA MARIA DE JESUS,17/11/2025,Não foi iniciado,Em andamento,4,1,5,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF JOAQUIM ANDRE DA SILVA,25084771,EMEIF JOAQUIM ANDRE DA SILVA,17/11/2025,Não foi iniciado,Em andamento,4,6,10,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF NOSSA SENHORA DAS DORES,25084828,EMEIF NOSSA SENHORA DAS DORES,18/11/2025,Não foi iniciado,Em andamento,11,11,22,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF ROBERTO PESSOA,25084895,EMEIF ROBERTO PESSOA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,7,3,10,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF SALVADOR RAMOS DA SILVA,25121235,EMEIF SALVADOR RAMOS DA SILVA,"17/11/2025, 18/11/2025",Não foi iniciado,Em andamento,14,10,24,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF SANTO ANTONIO,25084887,EMEIF SANTO ANTONIO,18/11/2025,Não foi iniciado,Em andamento,4,5,9,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF SAO JOAO,25084780,EMEIF SAO JOAO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,-,1,1,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - EMEIF TEREZA CHAVES,25121227,EMEIF TEREZA CHAVES,13/11/2025,"Sim, de todos os materiais e testes",Concluído,9,10,19,1
15ª REGIAO DE ENSINO,NATUBA,NATUBA - ESCOLA MUNICIPAL PEDACINHO DE AMOR,25084674,ESCOLA MUNICIPAL PEDACINHO DE AMOR,"11/11/2025, 12/11/2025, 13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,66,56,122,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEF CAPITAO ANTONIO MUNIZ,25079689,EMEF CAPITAO ANTONIO MUNIZ,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,14,18,32,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEF GERALDA BARBOSA SA SILVA,25132458,EMEF GERALDA BARBOSA SA SILVA,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,18,17,35,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEF TERTULIANO MACIEL,25106384,EMEF TERTULIANO MACIEL,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025, 20/11/2025, 21/11/2025",Apenas dos materiais,Em andamento,66,63,129,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEF VIRGINIA MIRANDA DA SILVA,25132440,EMEF VIRGINIA MIRANDA DA SILVA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025, 20/11/2025",Apenas dos materiais,Em andamento,67,50,117,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF ALZIRA MAIA,25079638,EMEIF ALZIRA MAIA,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,34,52,86,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF ANTONIO AMARO,25079646,EMEIF ANTONIO AMARO,"16/11/2025, 17/11/2025, 18/11/2025",Apenas dos materiais,Em andamento,17,12,29,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF CARLOS ERNESTO,25121103,EMEIF CARLOS ERNESTO,"17/11/2025, 18/11/2025, 19/11/2025, 20/11/2025",Apenas dos materiais,Em andamento,56,49,105,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF IRMAOS ALEXANDRINO,25079743,EMEIF IRMAOS ALEXANDRINO,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,15,13,28,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF JOAO FERRAZ,25079360,EMEIF JOAO FERRAZ,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,15,14,29,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF JOSE FRANCISCO BEZERRA,25079794,EMEIF JOSE FRANCISCO BEZERRA,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,14,12,26,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF JOSE PEREIRA DE SOUZA,25079409,EMEIF JOSE PEREIRA DE SOUZA,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,16,12,28,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF JOVENTINO ERNESTO DO REGO,25079417,EMEIF JOVENTINO ERNESTO DO REGO,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,31,22,53,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF LEONILDO MACIEL,25079859,EMEIF LEONILDO MACIEL,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,21,17,38,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF MARIA CARDOSO,25079441,EMEIF MARIA CARDOSO,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,30,16,46,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF PROFESSOR JOSE MIRANDA,25079298,EMEIF PROFESSOR JOSE MIRANDA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025, 20/11/2025, 21/11/2025",Apenas dos materiais,Em andamento,103,109,212,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF PROFESSORA EVA VILMA DA SILVA PEREIRA,25133691,EMEIF PROFESSORA EVA VILMA DA SILVA PEREIRA,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,18,31,49,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - EMEIF SANTINO PACHU DOS SANTOS,25079905,EMEIF SANTINO PACHU DOS SANTOS,"17/11/2025, 18/11/2025, 19/11/2025",Apenas dos materiais,Em andamento,16,15,31,1
15ª REGIAO DE ENSINO,QUEIMADAS,QUEIMADAS - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MIGUEL ALEXANDRINO DE AGUIAR,25133705,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MIGUEL ALEXANDRINO DE AGUIAR,"17/11/2025, 18/11/2025, 19/11/2025, 20/11/2025, 21/11/2025",Apenas dos materiais,Em andamento,30,24,54,1
15ª REGIAO DE ENSINO,RIACHO DE SANTO ANTONIO,RIACHO DE SANTO ANTONIO - ESCOLA MUNICIPAL AGOSTINHO PEREIRA DA COSTA,25053000,ESCOLA MUNICIPAL AGOSTINHO PEREIRA DA COSTA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025, 21/11/2025","Sim, de todos os materiais e testes",Concluído,1,8,9,1
15ª REGIAO DE ENSINO,RIACHO DE SANTO ANTONIO,RIACHO DE SANTO ANTONIO - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO BRAZ DE LUCENA,25053051,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO BRAZ DE LUCENA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025, 21/11/2025","Sim, de todos os materiais e testes",Concluído,6,5,11,1
15ª REGIAO DE ENSINO,RIACHO DE SANTO ANTONIO,RIACHO DE SANTO ANTONIO - ESCOLA MUNICIPAL JOSEFA LIDIA DA SILVA,25053078,ESCOLA MUNICIPAL JOSEFA LIDIA DA SILVA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025, 21/11/2025","Sim, de todos os materiais e testes",Concluído,25,25,50,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - EMEF JOANA MARIA DA CONCEICAO,25114336,EMEF JOANA MARIA DA CONCEICAO,"17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,12,12,24,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - EMEF SAO JOSE,25085360,EMEF SAO JOSE,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,12,14,26,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - ESC MUL ANTONIO DA COSTA GOMES,25085557,ESC MUL ANTONIO DA COSTA GOMES,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,28,40,68,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - GR MUL MANOEL CALIXTO DA SILVA,25085743,GR MUL MANOEL CALIXTO DA SILVA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,6,8,14,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - GR MUL MANOEL GOMES BARBOSA,25085514,GR MUL MANOEL GOMES BARBOSA,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,10,12,22,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - GR MUL NOSSA SRA DA GUIA,25085530,GR MUL NOSSA SRA DA GUIA,17/11/2025,"Sim, de todos os materiais e testes",Concluído,15,23,38,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - GR MUL SAO MIGUEL,25085468,GR MUL SAO MIGUEL,13/11/2025,"Sim, de todos os materiais e testes",Concluído,5,4,9,1
15ª REGIAO DE ENSINO,SANTA CECILIA,SANTA CECILIA - GR MUN SEVERINO JOSE SARAIVA,25085816,GR MUN SEVERINO JOSE SARAIVA,14/11/2025,"Sim, de todos os materiais e testes",Concluído,2,3,5,1
15ª REGIAO DE ENSINO,SAO DOMINGOS DO CARIRI,SAO DOMINGOS DO CARIRI - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO MARTINS DOS SANTOS,25053647,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO MARTINS DOS SANTOS,"18/11/2025, 19/11/2025",Apenas dos materiais,Concluído,38,35,73,1
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - ESC MUL JOAO SEVERINO DA ROCHA,25085808,ESC MUL JOAO SEVERINO DA ROCHA,nan,nan,nan,20,18,38,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - ESC MUL JOSE BARBOSA DE LIMA,25085158,ESC MUL JOSE BARBOSA DE LIMA,nan,nan,nan,19,-,19,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - ESC MUL QUIRINO BARBOSA,25085450,ESC MUL QUIRINO BARBOSA,nan,nan,nan,10,8,18,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - ESCOLA MUNICIPAL ALZIRA FLORA DE AGUIAR,25085662,ESCOLA MUNICIPAL ALZIRA FLORA DE AGUIAR,nan,nan,nan,4,1,5,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - ESCOLA MUNICIPAL MARIA BARBOSA DE SOUZA,25085778,ESCOLA MUNICIPAL MARIA BARBOSA DE SOUZA,nan,nan,nan,3,4,7,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - ESCOLA MUNICIPAL PROFESSORA ELIANE VIEIRA,25132385,ESCOLA MUNICIPAL PROFESSORA ELIANE VIEIRA,nan,nan,nan,58,61,119,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - GR MUL CARLOS PESSOA DA SILVA,25085638,GR MUL CARLOS PESSOA DA SILVA,nan,nan,nan,23,-,23,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - GR MUL ESMERALDINA CALDAS LINS,25085476,GR MUL ESMERALDINA CALDAS LINS,nan,nan,nan,11,10,21,0
15ª REGIAO DE ENSINO,UMBUZEIRO,UMBUZEIRO - GR MUL JOAO INACIO CATU,25085573,GR MUL JOAO INACIO CATU,nan,nan,nan,8,14,22,0
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF ADAUTO FERREIRA DE PAULA,25100076,EMEIEF ADAUTO FERREIRA DE PAULA,"12/11/2025, 13/11/2025, 14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,48,59,107,1
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF ALFREDO CIPRIANO FERREIRA DA SILVA,25100084,EMEIEF ALFREDO CIPRIANO FERREIRA DA SILVA,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,15,14,29,1
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF ALFREDO JOSE DE CARVALHO,25100092,EMEIEF ALFREDO JOSE DE CARVALHO,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,53,49,102,1
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF ANIBAL EDMUNDO LUNDGREN,25100106,EMEIEF ANIBAL EDMUNDO LUNDGREN,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,6,7,13,1
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF ANTENOR FERREIRA DA SILVA,25100114,EMEIEF ANTENOR FERREIRA DA SILVA,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,16,7,23,1
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF BERNARDINA MARIA DA CONCEICAO,25100130,EMEIEF BERNARDINA MARIA DA CONCEICAO,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,7,10,17,1
16ª REGIAO DE ENSINO,ALHANDRA,ALHANDRA - EMEIEF CREUZA RAQUEL PEREIRA GENUARIO NUNES,25100122,EMEIEF CREUZA RAQUEL PEREIRA GENUARIO NUNES,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,24,29,53,1
